Temperature	Relative Humidity	PM2.5	TVOC	CO2	CO	Air Pressure	Ozone	NO2	Virus Index	Temperature	Humidity	Pressure	VOC	CO2	CO	NO2	PM1.0	PM2.5	PM10
16.9	49.8	1	0	417	0	989.5	7.5	11	3	22.55	39.6	97347.32	611.38	546.4	0	0.01	1.54	1.43	1.54
17	49.2	1	1	416	0	989.5	7.6	12	3	23.52	39.33	97346.15	850.62	610.23	0	0.01	1.96	1.07	1.96
17.1	48.9	21	1	412	0	989.6	7.8	15.5	4	23.35	39.33	97345.48	770.43	557.12	0	0.01	6.81	3.07	6.81
17	47.5	1	0	409	0	989.6	8	19.4	3	21.35	39.33	97345.92	126.93	597.88	0	0.01	11.05	5.6	11.05
16.9	48.5	6	12	411	0	989.6	7.3	7.1	3	20.63	40.28	97347	19.9	535.53	0	0.01	9.03	4.53	9.03
16.6	49.6	2	13	416	0	989.6	7.5	9.8	3	19.67	42.28	97348.03	11.33	608.37	0	0.01	1.93	1.93	1.93
16.4	49.1	27	16	419	0	989.6	7.9	16.6	6	19.67	42.28	97347.05	1.92	538.02	0	0.01	0.98	0.98	0.98
16.4	49.4	154	6	424	0	989.5	7.8	14.1	8	19.67	42.75	97347.05	1.71	600.62	0	0.01	0.97	1.38	0.97
16.6	48.8	3	43	432	0	989.5	7.6	12.2	3	19.67	42.28	97346.77	22.33	603.77	0	0.01	0.95	0.97	0.95
16.4	49.7	111	18	436	0	989.5	7.6	11.9	8	19.67	42.28	97346.07	12.7	560.87	0	0.01	0	0.98	0
16.4	49.5	1	2	434	0	989.4	7.9	17.1	3	20.18	41.77	97345.95	36.04	560.92	0	0.01	1.75	0.98	1.75
16.8	48.5	1	5	430	0	989.6	7.8	15.1	3	20.95	41	97345.08	293.2	588.68	0	0.01	1.97	0.98	1.97
17.1	47.9	1	0	424	0	989.4	7.5	10.5	3	21.63	40.32	97344.67	554.57	587.9	0	0.01	1.87	0.98	1.87
17.4	47.2	1	1	414	0	989.5	7.4	10.5	3	21.93	40.32	97343.87	992.43	575.4	0	0.01	1.82	1.22	1.82
17.9	45.5	1	5	411	0	989.5	7.5	13	3	22.62	40.32	97343.82	772.3	566.15	0	0.01	0.98	0.98	0.98
18	46.6	16	1	409	0	989.5	7.4	10.4	4	22.56	39.67	97089.21	745.5	551.62	0	0.01	16	2.39	16
17.1	46.4	1	13	408	0	989.5	8	19.4	3	21.72	39.98	97341.63	334.43	601.48	0	0.01	19.05	4.32	19.05
16.6	47.7	7	0	410	0	989.4	8	19.4	3	20.65	40.32	97340.17	28.53	553.42	0	0.01	5.85	3.38	5.85
16.4	50	6	2	410	0	989.4	7.8	14.5	3	20.65	40.32	97339.07	30.63	547.7	0	0.01	1.92	0.96	1.92
16.4	50.7	3	6	418	0	989.4	7.6	10.8	3	20.48	41.02	97337.5	13.6	560.17	0	0.01	2.19	1.21	2.19
16.4	48.9	1	5	428	0	989.4	7.7	14	3	19.67	41.3	97336.35	23.76	489.48	0	0.01	2.82	1.25	2.82
16.3	50.2	1	9	433	0	989.3	7.4	7.9	3	19.67	41.3	97333.95	13.57	568.98	0	0.01	0.98	0.98	0.98
16.5	48.9	4	29	440	0	989.3	7.6	12.8	3	19.67	41.38	97331.5	82.9	520.57	0	0.01	2.75	1.95	2.75
16.7	48.5	1	10	441	0	989.3	7.8	15	3	19.73	41.42	97329	74.4	549	0	0.01	3.68	3.05	3.68
16.9	47.6	1	8	433	0	989.3	7.5	10.4	3	20.65	41.3	97327.72	161.77	596.78	0	0.01	0.98	0.98	0.98
17	48.2	1	10	422	0	989.3	7	2.8	3	20.89	40.68	96726.39	237.3	570.88	0	0.01	2.12	1.78	2.12
17	48	1	15	421	0	989.3	7.1	4.7	3	21.57	40.2	97033.53	569.18	557.38	0	0.01	2.73	1.37	2.73
17	48.3	1	13	413	0	989.3	7	2.9	3	21.46	40	96559.71	815.2	537.57	0	0.01	2.48	1.26	2.48
16.7	49.5	1	17	417	0	989.3	7	2.2	3	21.63	40.32	97323.45	990.15	531.37	0	0.01	10.78	5.97	10.78
16.4	50.3	1	17	417	0	989.3	7.3	7.2	3	21.03	40.92	97322.48	356.98	521.93	0	0.01	23.62	13.77	23.62
16	49.9	1	19	421	0	989.3	7.5	10	3	19.7	41.3	97321.92	125.06	443.33	0	0.01	4.24	2.62	4.24
16.1	51.5	1	20	422	0	989.3	7.5	8.5	3	19.67	41.5	97321.48	4.1	586.83	0	0.01	0.92	0.98	0.92
16.1	51.2	1	15	422	0	989.3	7.8	14	3	19.59	42.12	96951.18	1.47	559.13	0	0.01	0.98	0.98	0.98
16	50.1	1	2	422	0	989.3	8	19.4	3	18.63	43.41	97031.06	0	518.18	0	0.01	6	5.18	6
15.7	51.2	1	0	424	0	989.4	7.7	13.3	3	18.68	43.37	97323.35	0	561.87	0	0.01	7.08	5.02	7.08
15.9	52	6	41	427	0	989.5	7	1.8	3	18.72	44.07	97324.72	39.41	567.53	0	0.01	6.72	4.42	6.72
16.1	51	1	69	429	0	989.4	7.3	7.3	3	18.95	43.48	97325.63	146.88	571.77	0	0.01	3.97	3.47	3.97
15.8	52.4	3	26	433	0	989.5	7.1	3.9	3	18.68	44.72	97326.4	122.58	571.27	0	0.01	1.94	1.5	1.94
16	50.8	1	9	434	0	989.5	7.6	13.1	3	18.68	45.23	97327.93	103.74	562.76	0	0.01	2.93	2.45	2.93
16	51	2	10	432	0	989.5	8	18.4	3	18.68	45.23	97328.73	52.42	550.63	0	0.01	0	0.98	0
15.5	52.6	1	3	425	0	989.4	7.9	16.6	3	18.28	45.23	97330.1	25.74	509.82	0	0.01	1.91	1.33	1.91
15.8	52.3	1	5	421	0	989.6	7.8	15.3	3	18.63	45.12	97076.85	0	508.52	0	0.01	1.05	1.05	1.05
15.9	53.4	1	9	420	0	989.6	7.3	5.7	3	18.68	44.45	97333.43	110.48	559.22	0	0.01	0	1.91	0
16	52.3	4	6	421	0	989.6	7.5	9.8	3	19.52	43.9	96923.08	477.98	557.02	0	0.01	2.67	2.29	2.67
15.9	53.2	1	3	421	0	989.6	7.4	8	3	19.98	43.27	97338.25	762.55	562.38	0	0.01	5.9	3.93	5.9
16	55.1	1	10	427	0	989.6	7.1	1.5	3	20.65	43.27	97339.48	775.42	590.85	0	0.01	4.83	2.13	4.83
16.1	53	1	12	429	0	989.5	7.1	2.7	3	20.65	42.45	97341.47	1043.03	570.68	0	0.01	7.57	4.03	7.57
15.9	52.2	2	8	422	0	989.5	7.3	6.3	3	20.65	42.28	97342.13	832.4	523.18	0	0.01	2.27	1.97	2.27
15.9	52.1	2	20	421	0	989.4	7.6	11.1	3	20.57	42.37	97340.83	363.8	575.12	0	0.01	2.25	1.7	2.25
15.8	51.4	1	15	422	0	989.5	7.7	13	3	19.67	43.27	97339.5	231.13	573.82	0	0.01	12.12	7.2	12.12
15.6	52.1	1	35	428	0	989.5	7.4	8.8	3	18.42	44.8	97339.18	109.35	560.2	0	0.01	7.86	4.52	7.86
15.7	52.2	1	28	431	0	989.5	7.3	7.3	3	18.68	45.23	97339.62	130.75	579.97	0	0.01	1.1	0.98	1.1
15.5	54.4	1	108	441	0	989.4	7.3	6.1	3	18.42	45.75	97340.17	138.58	581.26	0	0.01	2.6	2.35	2.6
15.3	53.4	1	35	446	0	989.4	7.5	9.8	3	18.66	46.16	97221.5	173.15	609.18	0	0.01	3.93	2.95	3.93
15.3	56.4	1	40	454	0	989.4	7	0.7	3	17.7	46.22	97338.6	131.23	599.35	0	0.01	3.93	1.97	3.93
15.3	55.2	1	43	453	0	989.5	7.5	9	3	17.7	47.35	97337.63	145.2	556.88	0	0.01	4.83	3.07	4.83
15.3	52.9	1	14	448	0	989.5	7.8	14.7	3	17.7	47.8	97337.22	158.65	576.37	0	0.01	1.62	1.57	1.62
15.1	54.1	7	18	447	0	989.5	7.7	13.1	3	17.7	47.2	97337.22	76.02	547.3	0	0.01	0	1	0
15.1	54.9	2	23	446	0	989.5	7.8	12.9	3	17.7	47.2	97337.22	62.07	547.08	0	0.01	0	0.98	0
15.6	52.5	1	16	443	0	989.6	7.8	14.1	3	17.7	47.2	97337.52	80.41	536.57	0	0.01	2.62	1.88	2.62
15.6	54	2	13	440	0	989.5	7.3	6.2	3	17.7	47.2	97338.2	76.33	576.63	0	0.01	5.17	3.15	5.17
15.4	58.9	3	34	444	0	989.6	7	0.6	3	17.7	46.6	97338.8	68.5	577.53	0	0.01	1.97	1.58	1.97
15.4	57.9	6	20	438	0	989.6	7	0.2	3	19.07	45.73	97223.21	845.75	591.43	0	0.01	1.1	1.05	1.1
15.5	56.2	1	17	428	0	989.6	7	0.2	3	19.67	45.58	97342.13	1175.58	600.8	0	0.01	2.92	1.62	2.92
15.5	60.5	4	23	423	0	989.6	6.9	0.3	4	19.67	45.23	97342.82	1352.42	590.65	0	0.01	2.84	1.28	2.84
15.7	56.6	1	18	416	0	989.6	7.2	3	3	19.67	45.23	97344.08	2027.58	591.05	0	0.01	0	0.98	0
15.9	54.5	1	19	418	0	989	6.9	0.9	3	20	44.72	97344.28	1816.03	577.03	0	0.01	1.59	1.32	1.59
16.6	57.4	1	163	458	0	988.4	4	0.5	3	19.63	44.17	97161.02	838.8	596.2	0	0.01	0.98	0.98	0.98
20.1	54.5	52	0	895	0	1011.7	8	19.4	7	24.8	48.63	99412.17	9.52	734.47	0	0.01	31.02	29.68	31.02
18.4	58.7	6	0	806	0	1011.7	8	19.4	4	23.5	48.77	99429.87	5.14	687.17	0	0.01	44.45	42.05	44.45
17.5	61.4	15	0	721	0	1011.7	8	19.4	5	22.4	49.85	99444.77	3.6	676.65	0	0.01	36.68	34.72	36.68
16.6	65	15	0	630	0	1011.8	8	19.4	5	21.03	51.15	99454.4	5.53	679.05	0	0.01	33.18	31.62	33.18
16	67	7	0	533	0	1011.8	8	19.4	4	20.65	52.3	99466.07	3.98	634.42	0	0.01	32.9	31.73	32.9
15.3	69.9	11	0	510	0	1011.7	8	19.4	4	19.72	53.9	99477	22.25	655.35	0	0.01	37.7	37.6	37.7
14.6	72.2	16	6	509	0	1011.8	8	19.4	8	18.88	55.85	99486.05	4.2	635.75	0	0.01	37.52	37.52	37.52
14.1	73.9	6	1	507	0	1011.9	8	19.3	7	18.52	57.52	99494.58	4.8	644.35	0	0.01	30.45	30.05	30.45
14.1	74.8	10	2	505	0	1011.9	8	19.4	7	17.98	57.93	99499.68	17.12	651.05	0	0.01	32.1	31.9	32.1
14.9	71.7	13	6	505	0	1011.9	7.9	18	7	19.45	55.9	99507.88	135.95	676.35	0	0.01	38.17	37.4	38.17
15.2	71.3	11	3	502	0	1011.9	7.8	17.1	5	20.58	55.07	99513.77	257.87	669.83	0	0.01	34.35	34.28	34.35
15.3	71.4	4	21	503	0	1011.9	7.8	17.2	5	20.92	54.1	99519.17	295.7	666	0	0.01	31.02	30.66	31.02
15	71.2	6	12	502	0	1012	7.9	18.6	5	21.63	53.1	99523.67	273.52	664.7	0	0.01	28.4	28.4	28.4
15.1	71.3	10	0	502	0	1011.9	8	19.3	5	21.63	53.1	99527.6	291.42	653.67	0	0.01	34.18	34.18	34.18
14.6	72.9	19	2	506	0	1012	8	19.4	8	21.02	53.1	99531.87	178.13	648.97	0	0.01	31.87	31.65	31.87
14	75.7	14	34	509	0	1011.9	8	19.4	7	19.85	53.9	99534.07	109.27	645.82	0	0.01	27.1	26.92	27.1
13.6	79.3	11	12	510	0	1011.9	7.8	16.9	7	19.08	55.8	99537.08	63.7	644.75	0	0.01	32.42	32.42	32.42
13.2	81.3	27	0	512	0	1011.9	8	19.1	10	18.68	58.37	99538.72	31.33	659.48	0	0.01	32.68	31.88	32.68
13.3	80.5	9	8	516	0	1012	8	19.4	8	17.8	59.9	99540.3	15.07	661.88	0	0.01	30.67	29.53	30.67
13.2	81.8	13	0	519	0	1011.9	8	18.9	8	17.7	60.97	99541.47	2.33	658.75	0	0.01	36.8	36.8	36.8
13.4	81.3	7	1	520	0	1011.9	8	19.4	8	18.08	60.58	99541.85	10.45	664.58	0	0.01	32.87	32.87	32.87
13.6	79.9	9	3	523	0	1011.9	8	19.2	7	18.78	58.48	99542.35	45.65	669.28	0	0.01	33.47	33.47	33.47
13.6	79.7	17	2	521	0	1011.9	8	19.2	8	19.67	56.13	99542.83	103.22	671.88	0	0.01	34.1	32.8	34.1
13.8	79.6	1	2	518	0	1011.8	8	19.4	7	19.67	55.07	99542.83	174.62	676.15	0	0.01	31.83	30.4	31.83
14.2	78	15	3	509	0	1011.9	7.9	17.4	8	20.52	54.62	99542.83	177.42	636.95	0	0.01	41.4	41.4	41.4
14.3	77	8	2	509	0	1011.9	7.9	18.1	7	20.88	54.08	99542.83	209.85	657.18	0	0.01	35.94	35.94	35.94
13.9	78.4	12	0	507	0	1011.9	8	18.6	7	20.82	54.5	99542.83	172	651.02	0	0.01	35.58	35.58	35.58
13.5	79.7	34	1	503	0	1012	8	19.4	10	19.72	55.3	99543.5	76.7	635.15	0	0.01	35.48	34.22	35.48
13.5	80	21	11	503	0	1012	8	19.2	9	18.85	57.02	99544.95	25.4	667.67	0	0.01	32.23	30.57	32.23
13.4	80.2	13	6	510	0	1011.9	8	19.3	8	18.68	58.05	99545.78	18.93	694.7	0	0.01	28.73	28.73	28.73
13.3	79.9	23	3	508	0	1011.8	8	19.4	8	18.68	59	99545.78	1.68	653.98	0	0.01	32.6	32.6	32.6
13.3	79.6	12	5	512	0	1011.9	8	19.4	7	18.08	59.97	99545.42	4.63	667.98	0	0.01	32.8	32.8	32.8
13.2	81.3	60	16	515	0	1011.8	7.9	17.9	10	17.7	61.48	99544.28	1.47	659.27	0	0.01	31	30.48	31
13.3	80	26	17	519	0	1011.8	7.9	18.5	10	17.7	61.25	99543.72	12.22	682.93	0	0.01	32.57	31.68	32.57
13.6	79.3	9	15	522	0	1011.8	7.8	16.4	7	18.45	59.87	99542.48	67.25	679.2	0	0.01	39.78	39.08	39.78
14.3	75.8	6	9	524	0	1011.8	7.9	17.3	7	19.42	58.27	99541.85	187.02	675.53	0	0.01	37.38	36.88	37.38
14.8	72.3	6	0	518	0	1011.9	7.8	17.1	7	19.67	57.77	99541.85	160.92	698.92	0	0.01	33.98	33.32	33.98
14.9	72.8	10	0	523	0	1011.8	7.8	16.6	7	19.73	56.63	99541.85	133.32	669.78	0	0.01	39.18	38.38	39.18
14.4	75.1	7	2	521	0	1011.9	7.8	16.6	7	20.65	56.1	99541.85	197.23	694.67	0	0.01	43.52	41.55	43.52
14.1	77.3	13	11	517	0	1011.9	7.9	17.8	7	20.65	56.67	99542.02	234.57	692.2	0	0.01	46.15	44.58	46.15
14	77.4	22	23	517	0	1011.9	7.8	16	8	20.65	56.05	99543.18	792.23	656.67	0	0.01	42.07	40	42.07
13.4	79.7	12	10	516	0	1011.9	7.9	18.4	7	20.12	55.65	99543.95	182.23	702.33	0	0.01	33.8	33.67	33.8
13.2	80	18	12	513	0	1011.9	8	19.2	9	19.25	56.48	99545.22	40.34	701.13	0	0.01	42.9	41.52	42.9
13.3	80.6	11	15	511	0	1011.9	8	19.1	8	18.68	57.42	99545.78	1.95	662.33	0	0.01	47.2	46.22	47.2
13.4	79.7	21	13	512	0	1011.9	8	18.7	8	18.87	57.03	99546.57	12.92	671.45	0	0.01	41.3	40.7	41.3
13.5	79.7	21	15	514	0	1011.9	8	19.1	8	19.67	57.03	99546.77	16.02	681.78	0	0.01	44.57	44.17	44.57
13.6	79.7	46	15	522	0	1011.9	8	19.4	10	19.22	57.48	99546.77	6.67	677.27	0	0.01	43.73	43.73	43.73
13.3	79.5	6	15	523	0	1011.9	8	19	7	18.67	58.6	99488.59	18.13	658.73	0	0.01	37.97	37.97	37.97
13.9	77.7	7	13	522	0	1012	7.9	17.9	7	17.67	59.87	99358.31	12.97	703.63	0	0.01	38.28	38.28	38.28
14.5	74.2	12	5	524	0	1012	7.8	16.6	7	18.6	59.48	99545.78	77.06	695.5	0	0.01	38.62	38.62	38.62
14.1	77.2	11	3	522	0	1012	7.8	17	7	19.67	58.02	99546	186.22	686.87	0	0.01	41.95	40.93	41.95
14.4	74.7	8	5	512	0	1012	7.9	17.6	7	20.47	57.58	99546.77	226.35	687.5	0	0.01	47.28	45.57	47.28
14	76.3	6	0	504	0	1012	7.9	17.4	7	20.65	57.03	99547.38	218.7	669.68	0	0.01	39.62	38.85	39.62
13.8	77.3	16	3	504	0	1012	8	19.4	8	20.65	56.23	99547.75	211.77	686.95	0	0.01	42.28	42.28	42.28
13.8	77.9	12	2	505	0	1012.1	7.9	17.8	7	20.33	56.05	99548.48	158.03	675.22	0	0.01	43.81	43.21	43.81
13.6	79.4	18	3	506	0	1012	7.9	17.6	8	19.53	56.52	99549.72	57.3	661.48	0	0.01	45.73	44.42	45.73
13.5	79.5	23	7	513	0	1012.1	7.9	17.6	8	18.68	57.8	99550.88	17.1	679.28	0	0.01	32.57	31.2	32.57
13.6	79.7	14	12	524	0	1012.1	8	19.4	7	18.12	59.57	99552.25	1.64	671.68	0	0.01	41	40.5	41
13.4	80.6	18	14	531	0	1012.1	7.9	17.5	9	17.55	60	98709.52	15.8	688.8	0	0.01	40.32	38.35	40.32
13.2	81.6	8	15	531	0	1012.1	7.9	17.5	8	17.7	61.7	99553.78	21.53	661.87	0	0.01	35.92	35.42	35.92
13.3	80.9	7	12	528	0	1012.2	8	19.1	8	17.7	61.95	99555.92	14.1	655.35	0	0.01	36.95	36.28	36.95
13.3	81	14	14	530	0	1012.2	8	18.8	8	17.7	61.95	99558.42	6.2	661.38	0	0.01	41.28	41.08	41.28
13.4	81.6	12	20	527	0	1012.2	7.9	18.6	8	18.15	61.5	99560.02	36.7	662.37	0	0.01	34.93	34.57	34.93
13.7	78.9	11	6	521	0	1012.2	8	18.8	7	18.12	61.53	99562.08	39.3	660.53	0	0.01	42.7	40.73	42.7
13.6	79.5	8	17	519	0	1012.2	7.9	17.8	7	17.7	62.9	99563.13	12.67	666.27	0	0.01	44.62	43.47	44.62
13.7	79.4	6	13	519	0	1012.2	7.9	17.8	7	17.7	62.67	99565.2	3.96	690.5	0	0.01	41.2	40.5	41.2
13.7	78.9	10	7	517	0	1012.3	7.9	18.4	7	17.7	62.07	99567.27	7.88	708.13	0	0.01	42.05	42.05	42.05
14.1	76.9	7	5	516	0	1012.4	7.9	18	7	17.7	62.23	99568.4	2.25	690.47	0	0.01	40.37	40.37	40.37
14.7	74	11	2	517	0	1012.3	7.8	16.6	7	17.73	61.69	99147.4	27.65	731.25	0	0.01	37.37	36.15	37.37
14.8	73.9	13	0	510	0	1012.3	7.8	15.8	7	18.75	61.48	99572.35	87.48	743.02	0	0.01	35.97	35.25	35.97
14.8	74	2	0	506	0	1012.3	7.8	16.9	7	19.67	60.32	99575.13	177.83	735.68	0	0.01	41.68	39.77	41.68
14.7	74.1	5	3	504	0	1012.3	7.8	15.5	7	20.57	59.48	99576.77	235.5	712.25	0	0.01	41.45	40.23	41.45
14.5	75.6	8	6	499	0	1012.3	7.8	15.7	7	20.65	59	99577.93	286.98	698.35	0	0.01	33.35	33.35	33.35
13.8	78.3	9	6	500	0	1012.2	7.9	18.1	7	20.65	58.53	99578.23	246.93	699.11	0	0.01	29.52	29.52	29.52
13.8	79.4	10	9	508	0	1012.2	7.9	17.4	7	20.2	58.02	99577.78	126.02	723.07	0	0.01	31.67	31.22	31.67
13.9	78.9	5	13	518	0	1012.2	7.9	17.6	7	19.67	57.18	99577.25	69.89	646.95	0	0.01	40.93	40.78	40.93
13.8	78.9	10	21	523	0	1012.3	8	18.7	7	19.67	57.03	99576.85	51.15	697.07	0	0.01	43.73	43.73	43.73
13.8	77.9	13	23	537	0	1012.3	8	19.4	7	19.47	58.03	99577.25	42.45	711.9	0	0.01	34.67	34.07	34.67
13.7	78.4	8	15	538	0	1012.3	8	19.4	7	18.68	59	99578.03	19.97	683.33	0	0.01	26.78	26.58	26.78
13.6	78.5	30	15	536	0	1012.3	8	19.4	10	17.72	60.2	99578.23	1	648.33	0	0.01	27.38	26.68	27.38
13.6	78.9	11	16	537	0	1012.3	7.8	16.5	7	17.7	61.37	99578.23	12	719.27	0	0.01	36.75	36.55	36.75
13.5	79.4	10	14	530	0	1012.3	7.8	17.1	7	18.4	60.27	99578.07	40.23	683.63	0	0.01	47.45	46.05	47.45
13.4	81	9	14	521	0	1012.2	7.9	17.7	8	18.2	60.47	99577.25	49.2	670.7	0	0.01	34.52	34.32	34.52
13.2	81.5	6	9	519	0	1012.3	7.9	18.6	8	18	60.97	99577.92	11.8	673.2	0	0.01	39.08	38.42	39.08
13.2	80.7	9	18	518	0	1012.3	7.9	18.3	8	18.07	61.25	99578.23	12.32	657.25	0	0.01	41.58	40.88	41.58
13.2	80.4	13	19	511	0	1012.4	8	19.4	8	16.83	62.82	99579.1	2.78	691.75	0	0.01	37.88	37.88	37.88
13	81.3	8	15	523	0	1012.3	8	19.4	8	16.72	63.72	99579.8	4.3	709.68	0	0.01	43.65	42.27	43.65
13	81.5	11	15	528	0	1012.4	7.8	15.6	8	16.7	63.84	99460.39	12.2	673.22	0	0.01	44.2	41.71	44.2
13.4	81.1	7	16	535	0	1012.4	7.6	12.9	8	16.72	64.32	99582.75	11.95	707.82	0	0.01	41.92	41.52	41.92
13.7	80	10	12	543	0	1012.4	7.5	11.8	8	17.45	63.82	99583.88	35.85	702.18	0	0.01	40.42	40.22	40.42
14	80	6	17	554	0	1012.4	7.5	10.4	8	18.45	61.48	99585.23	110.52	682.92	0	0.01	39.45	38.98	39.45
14.4	77.8	21	14	551	0	1012.5	7.4	9.6	8	19.62	59.45	99587.03	170.75	696.55	0	0.01	41.68	41.15	41.68
14.6	75.9	19	8	554	0	1012.5	7.3	8.6	8	19.67	58.28	99588.38	161.42	682.5	0	0.01	40.6	40.33	40.6
14.6	75.1	4	8	553	0	1012.3	7.4	10.1	7	19.67	57.15	99589.48	170.22	683.07	0	0.01	39.8	39.8	39.8
15.2	75	1	44	563	0	1011.3	7.3	7.9	5	19.67	57.08	99590.62	182.33	665.17	0	0.01	34.85	34.85	34.85
20.1	53.9	11	0	562	0	1013.2	8	19.4	1	23.92	48.58	99585.22	3.57	683.95	0	0.01	36.91	36.48	36.91
19.3	56.8	9	0	543	0	1013.3	8	19.4	1	22.9	49.87	99596.7	5.85	802.87	0	0.01	32.95	32.6	32.95
18.5	58.9	5	0	538	0	1013.3	8	19.4	3	21.63	51.13	99606.37	4.42	634.79	0	0.01	36.75	36.63	36.75
17.9	61.1	19	0	530	0	1013.3	8	19.4	5	21.48	51.26	98892.4	10.44	665.42	0	0.01	38.31	38.31	38.31
17.7	61.6	15	1	504	0	1013.3	8	19.4	5	20.73	52.62	99626.42	7.78	647.6	0	0.01	34.83	34.83	34.83
17.2	63.7	22	0	503	0	1013.3	8	19.4	5	20.65	53.1	99633.88	12.98	672.4	0	0.01	39.7	39.7	39.7
16.9	64.6	14	0	500	0	1013.4	8	19.4	4	20.65	53.1	99641.55	37.92	637.4	0	0.01	41.3	41.3	41.3
16.8	65.9	5	46	498	0	1013.4	7.8	15.6	4	20.56	53.85	99227.38	29.47	684.7	0	0.01	38.71	37.33	38.71
16.8	65.3	17	78	507	0	1013.4	7.8	16.1	5	21.22	53.18	99654.63	99.97	675.87	0	0.01	49.6	49.6	49.6
16.9	64.7	10	33	511	0	1013.4	7.8	17.1	4	21.63	53.1	99659.92	136.7	665.02	0	0.01	45.55	45.55	45.55
16.9	64.5	12	22	515	0	1013.4	7.9	17.8	4	21.63	53.1	99665.18	118.8	671.45	0	0.01	43.92	43.12	43.92
16.6	65.5	7	4	517	0	1013.4	7.9	18.1	4	21.63	53.1	99668.15	118.05	658.88	0	0.01	43.9	43.9	43.9
16.6	65.9	7	1067	511	0	1013.4	7.9	18.2	4	21.63	52.7	99671.48	166.81	645.64	0	0.01	44.5	43.9	44.5
16.2	67.3	11	127	501	0	1013.4	8	19.1	4	21.12	52.75	99674.05	75.12	689.81	0	0.01	37.97	37.97	37.97
15.8	69.5	25	51	504	0	1013.4	8	19.4	7	19.98	54.75	99675.92	6.5	637.72	0	0.01	41.37	40.37	41.37
15.6	73.5	11	26	501	0	1013.4	7.9	16.8	5	19.58	55.54	99255.33	2.08	654.82	0	0.01	42.9	41.83	42.9
15.6	70.8	16	11	501	0	1013.4	7.9	18.3	6	19.67	57.73	99679.23	3.65	660.18	0	0.01	41	41	41
15.4	71.9	27	12	509	0	1013.4	7.8	16.7	8	19.41	57.12	98387.71	5.67	631.43	0	0.01	39.85	39.85	39.85
15.3	74.6	22	5	510	0	1013.4	7.8	15.3	6	19.67	57.87	99680.93	10.67	710	0	0.01	41.92	39.82	41.92
15.5	71.8	18	0	509	0	1013.3	7.9	17.4	6	19.67	58.02	99681.3	5.27	702.68	0	0.01	42.18	40.58	42.18
15.6	71.8	11	0	511	0	1013.3	7.9	17.8	5	20.03	57.25	99680.5	88.97	684.65	0	0.01	38.85	38.12	38.85
15.4	72.4	10	0	512	0	1013.3	8	18.4	5	20.65	57.03	99680.5	204.95	668.25	0	0.01	37.27	35.3	37.27
15.4	72.8	19	0	506	0	1013.4	8	18.6	6	20.68	56.5	99680.5	234.15	645.58	0	0.01	43.7	43.2	43.7
15.3	73.4	11	0	503	0	1013.4	8	18.4	5	21.63	55.23	99680.5	210.57	638.42	0	0.01	42.42	42.42	42.42
15.4	74.1	11	1	496	0	1013.3	8	18.6	5	21.63	55.07	99680.5	316.8	679.12	0	0.01	42.28	41.35	42.28
15.3	74.9	12	2	493	0	1013.5	7.9	17.3	5	21.63	55.07	99680.5	168.8	615.62	0	0.01	39.83	39.83	39.83
15.2	74.5	15	5	494	0	1013.5	8	18.4	6	20.73	55.07	99681.77	76.43	723.82	0	0.01	31.47	31.47	31.47
15.2	74.5	16	10	499	0	1013.5	8	18.8	6	20.65	55.95	99683.43	48.45	619.52	0	0.01	44.88	44.48	44.88
15.2	74.1	25	11	502	0	1013.4	7.9	17.4	8	20.65	56.05	99684.43	26.36	678.45	0	0.01	47.83	47.83	47.83
15.3	73.5	17	7	506	0	1013.4	8	19.2	6	20.65	56.05	99685.35	14.27	697.45	0	0.01	48.55	46.71	48.55
15.1	73.7	21	7	508	0	1013.3	8	19.4	6	20.65	56.05	99684.72	0.98	749.5	0	0.01	47.88	47.2	47.88
15.1	74.6	12	8	511	0	1013.3	7.9	17.4	5	20.27	56.05	99684.43	10.45	695.71	0	0.01	47.2	47.2	47.2
15.2	74.1	10	13	510	0	1013.3	7.9	18	5	19.67	56.45	99683.6	27.35	660.1	0	0.01	45.67	45.67	45.67
15.3	73.7	10	9	510	0	1013.3	7.9	17.8	5	20.2	56.41	99562.61	63.42	672.75	0	0.01	42.05	40.95	42.05
15.3	74.4	16	6	509	0	1013.3	7.9	17.3	6	21.38	55.32	99682.13	150.22	665.88	0	0.01	49.38	48.18	49.38
15.4	73.7	12	3	506	0	1013.3	7.8	16.7	5	21.63	55.07	99681.48	221.72	646.25	0	0.01	51.13	50.48	51.13
15.6	73.1	11	2	497	0	1013.4	7.9	17.2	5	21.63	55.07	99681.48	354.65	675.15	0	0.01	51.13	48.18	51.13
15.8	71.2	17	1	492	0	1013.4	7.8	16.2	6	21.95	54.75	99682.2	287	651.88	0	0.01	52.62	50.87	52.62
15.7	71	14	2	489	0	1013.4	7.9	17.7	5	22.28	52.53	98204.12	176.2	632.02	0	0.01	52.02	51.67	52.02
15.8	71.1	22	36	491	0	1013.4	7.9	17.7	6	21.82	52.41	98390.97	144.05	653.05	0	0.01	55.07	53.87	55.07
15.7	70.9	20	4	493	0	1013.4	7.9	18.9	6	20.7	54.75	99683.92	95.06	644.55	0	0.01	42.57	41.67	42.57
