"Date and Time","Temperature","Relative Humidity","PM2.5","TVOC","CO2","CO","Air Pressure","Ozone","NO2","Virus Index"
"2022-11-11 17:05",15.4,75,10,17,496,0,1020.1,7.6,12.5,5
"2022-11-11 17:06",15.5,73.9,6,15,495,0,1020.1,7.6,13.3,5
"2022-11-11 17:07",15.3,74.5,2,21,493,0,1019.8,7.5,11.9,5
"2022-11-11 17:08",15.9,71.8,1,168,547,0,1019,7.3,8.1,5
"2022-11-11 17:10",16.8,68.1,7,0,1153,0,1019,8,19.4,5
"2022-11-11 17:11",17.2,67.4,5,56,1083,0,1019,8,19.4,5
"2022-11-11 17:12",17.5,66.3,4,249,1062,0,1019.1,8,19.4,5
"2022-11-11 17:13",17.8,65.2,5,340,1046,0,1019.1,7.9,18,5
"2022-11-11 17:14",18.1,64.2,7,373,1031,0,1019.1,7.8,16.7,5
"2022-11-11 17:15",18.4,63.4,6,340,990,0,1019.1,7.9,18.5,5
"2022-11-11 17:16",18.6,62.3,8,236,981,0,1019.1,8,19.4,5
"2022-11-11 17:17",18.7,61.6,6,200,967,0,1019.1,7.5,11.1,5
"2022-11-11 17:18",18.9,60.3,11,177,954,0,1019.1,7.4,10.7,5
"2022-11-11 17:19",19.1,59.4,5,142,943,0,1019.1,7.9,19.4,2
"2022-11-11 17:20",19.2,58.5,6,136,935,0,1019.1,7.6,14.3,2
"2022-11-11 17:21",19.3,58.1,8,127,921,0,1019.1,7.3,9.8,2
"2022-11-11 17:22",19.4,57.5,8,103,910,0,1019.1,7.3,8.7,2
"2022-11-11 17:23",19.5,57.3,7,107,906,0,1019.1,7.9,19.2,2
"2022-11-11 17:24",19.6,57,5,106,906,0,1019,7.3,9.9,2
"2022-11-11 17:25",19.7,56.7,4,102,907,0,1019.1,7.6,15.3,2
